ticker,year,quarter,date,time,Anger,Disgust,Fear,Joy,Sadness,Analytical,Confident,Tentative,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional Range
AAPL,2012,1,1/24/2012,5:00 PM,0.165107,0.122155,0.433559,0.5784,0.223377,0.673961,0,0.000646,0.518241,0.653272,0.750288,0.624576,0.748744
AAPL,2011,4,10/18/2011,5:00 PM,0.157324,0.116574,0.128808,0.609343,0.222964,0,0,0.649518,0.48125,0.803079,0.797821,0.805696,0.768894
AAPL,2011,3,7/19/2011,5:00 PM,0.156343,0.120999,0.125839,0.60782,0.223632,0.543292,0,0.421763,0.432098,0.695364,0.808929,0.588097,0.849152
AAPL,2011,1,1/18/2011,5:00 PM,0.161871,0.10936,0.09697,0.612303,0.235514,0.652128,0,0.299001,0.482036,0.628463,0.73573,0.51775,0.832929
AAPL,2011,4,10/18/2010,5:00 PM,0.148665,0.114295,0.117294,0.601535,0.232118,0,0,0.677942,0.466153,0.634337,0.587172,0.424636,0.786316
AAPL,2010,3,7/20/2010,5:00 PM,0.142996,0.105809,0.11618,0.589999,0.481875,0.732713,0,0.207417,0.458704,0.750937,0.712046,0.68948,0.73569
AAPL,2010,2,4/20/2010,5:00 PM,0.169223,0.117858,0.118816,0.599769,0.25437,0.735407,0,0.21076,0.402374,0.706852,0.788626,0.65216,0.717566
AAPL,2010,1,1/25/2010,5:00 PM,0.168951,0.111594,0.115206,0.594232,0.246071,0.682026,0,0.192782,0.426899,0.775271,0.845472,0.777702,0.763644
AAPL,2009,4,10/19/2009,5:00 PM,0.165755,0.135305,0.126848,0.589971,0.501481,0.676444,0,0.598316,0.471195,0.705236,0.839361,0.737248,0.825342
AAPL,2009,3,7/21/2009,5:00 PM,0.167276,0.144139,0.139683,0.564747,0.508758,0.713724,0,0.354744,0.478447,0.682198,0.833653,0.816281,0.766043
AAPL,2009,2,4/22/2009,5:00 PM,0.144738,0.431068,0.134897,0.591057,0.503548,0.700243,0,0.113747,0.355933,0.583472,0.700851,0.676712,0.761905
AAPL,2009,1,1/21/2009,5:00 PM,0.178365,0.42729,0.126055,0.58154,0.255118,0.704634,0,0.129716,0.461137,0.664842,0.791679,0.676199,0.804846
AAPL,2008,4,10/21/2008,5:00 PM,0.185485,0.141128,0.148123,0.574146,0.524704,0.754916,0,0.432557,0.423043,0.629037,0.655928,0.5048,0.836678
AAPL,2008,3,7/21/2008,5:00 PM,0.156841,0.122024,0.129455,0.601907,0.467888,0.503269,0,0.149618,0.426909,0.653004,0.760119,0.680511,0.742881
AAPL,2008,2,4/23/2008,5:00 PM,0.173831,0.118963,0.125134,0.586687,0.24509,0.454296,0,0.256156,0.434751,0.638529,0.775521,0.660494,0.751506
AAPL,2008,1,1/22/2008,5:00 PM,0.170769,0.128302,0.126976,0.606901,0.218623,0.560099,0,0.224724,0.46326,0.65093,0.793123,0.732563,0.732999
AAPL,2007,4,10/22/2007,5:00 PM,0.189937,0.126542,0.142469,0.613246,0.488052,0.487561,0,0.103007,0.383462,0.648547,0.632193,0.54434,0.599702
AAPL,2007,3,7/25/2007,5:00 PM,0.491219,0.132459,0.137686,0.55983,0.234512,0.295896,0,0.149214,0.508988,0.624436,0.689982,0.610503,0.708322
AAPL,2007,2,4/25/2007,5:00 PM,0.187403,0.13288,0.136506,0.602249,0.231944,0.607709,0,0.048522,0.575751,0.620139,0.851269,0.878847,0.690416
AAPL,2007,1,1/17/2007,5:00 PM,0.483581,0.141147,0.140475,0.620971,0.233918,0.609521,0,0.319925,0.44383,0.569866,0.957328,0.961061,0.424653
CMCSA,2016,4,1/26/2017,8:30 AM,0.159903,0.118634,0.12913,0.579797,0.265089,0.376987,0,0.142279,0.496373,0.860914,0.920957,0.849909,0.703981
CMCSA,2013,3,10/26/2016,8:30 PM,0.172489,0.133392,0.145149,0.577073,0.288494,0.684637,0,0.032131,0.459038,0.686933,0.944884,0.854494,0.68245
CMCSA,2016,2,7/27/2016,8:30 AM,0.180255,0.146018,0.132181,0.55525,0.259405,0.59689,0,0.161236,0.512463,0.900677,0.98625,0.962326,0.791257
CMCSA,2016,1,4/27/2016,8:30 AM,0.191314,0.136756,0.137591,0.5515,0.251184,0.624008,0,0.261921,0.487292,0.895989,0.976324,0.953565,0.773483
CMCSA,2015,4,2/3/2016,8:30 AM,0.174225,0.140812,0.117432,0.587916,0.237451,0,0,0.460885,0.419789,0.90656,0.979426,0.950014,0.772152
CMCSA,2015,3,10/24/2015,8:30 AM,0.429975,0.121616,0.123729,0.576103,0.25981,0.715802,0.485053,0,0.493429,0.879783,0.984132,0.916303,0.787545
CMCSA,2015,2,7/23/2015,8:30 AM,0.175404,0.145715,0.129013,0.588031,0.23186,0.665943,0.459618,0,0.53044,0.789567,0.914204,0.784167,0.728613
CMCSA,2015,1,5/4/2015,7:30 AM,0.181418,0.125652,0.113151,0.628282,0.249589,0.518206,0.524656,0,0.514984,0.884464,0.960135,0.952464,0.780089
CMCSA,2014,4,2/24/2015,8:30 AM,0.157511,0.110175,0.107239,0.587739,0.247889,0.639234,0.402301,0,0.393367,0.786783,0.927456,0.853723,0.736123
CMCSA,2014,3,10/23/2014,8:30 AM,0.14711,0.109843,0.09509,0.629112,0.18788,0.714752,0,0.001035,0.446267,0.793222,0.89188,0.840163,0.775824
CMCSA,2014,2,7/22/2014,8:30 AM,0.179991,0.122647,0.101897,0.596621,0.231357,0.504052,0.310339,0,0.431798,0.837484,0.930418,0.819439,0.745259
CMCSA,2014,1,4/22/2014,8:30,0.186357,0.104733,0.112694,0.586363,0.252583,0.617626,0,0.173813,0.217605,0.752956,0.879319,0.781909,0.752113
CMCSA,2013,4,1/28/2014,8:30 AM,0.154083,0.114959,0.10458,0.619412,0.224638,0.609299,0.168803,0,0.347224,0.832599,0.90512,0.899045,0.691024
CMCSA,2013,3,10/30/2013,8:30 AM,0.433847,0.11533,0.096012,0.61443,0.325662,0.708853,0.409915,0,0.349746,0.802416,0.91612,0.75319,0.776763
CMCSA,2013,2,7/31/2013,8:30 AM,0.169932,0.111458,0.113431,0.565836,0.520011,0.434481,0,0.050606,0.29468,0.810192,0.901504,0.83629,0.80483
CMCSA,2013,1,5/1/2013,8:30 AM,0.180636,0.138095,0.10996,0.623503,0.2702,0.687651,0.080617,0,0.53938,0.76602,0.953322,0.870544,0.755535
CMCSA,2012,4,2/13/2013,8:30 AM,0.169946,0.132871,0.106184,0.582428,0.227438,0.672091,0.588441,0,0.406564,0.804177,0.89831,0.82053,0.710721
CMCSA,2012,3,10/26/2012,8:30 AM,0.183757,0.104707,0.110834,0.570147,0.233046,0.710383,0.140017,0,0.539473,0.831664,0.961536,0.812708,0.771696
CMCSA,2012,2,8/1/2012,8:30 AM,0.206197,0.145011,0.097096,0.530957,0.257762,0.543413,0.70272,0,0.372026,0.808727,0.948759,0.847272,0.786393
CMCSA,2012,1,5/2/2012,8:30 AM,0.188356,0.141378,0.142565,0.614034,0.247075,0.587348,0,0.03502,0.465219,0.858107,0.901284,0.938766,0.674719
CMCSA,2011,4,2/15/2012,8:30 AM,0.166796,0.139801,0.155857,0.568767,0.272074,0.574898,0,0.088831,0.471819,0.926743,0.933179,0.952995,0.777453
CMCSA,2011,3,11/2/2011,8:30 AM,0.191403,0.144706,0.161848,0.219655,0.529884,0.584166,0.380528,0,0.394227,0.851488,0.887411,0.917509,0.75374
CMCSA,2011,2,8/3/2011,8:30 AM,0.191403,0.144706,0.161848,0.219655,0.529884,0.584166,0.380528,0,0.394227,0.851488,0.887411,0.917509,0.75374
CMCSA,2011,1,5/4/2011,8:30 AM,0.197875,0.124776,0.085512,0.561617,0.235693,0.689979,0,0.308451,0.390953,0.745858,0.899522,0.721574,0.700274
CMCSA,2010,4,2/16/2011,8:30 AM,0.145842,0.117581,0.107339,0.601638,0.222845,0,0,0.525358,0.428739,0.907931,0.900675,0.8633,0.744622
CMCSA,2013,3,10/27/2010,8:30 AM,0.181109,0.114744,0.088971,0.572012,0.518949,0.723196,0.237291,0,0.458931,0.826663,0.841088,0.717196,0.750351
CMCSA,2010,3,7/28/2017,8:30 AM,0.163611,0.102201,0.112899,0.612564,0.21587,0.591589,0.425051,0,0.432929,0.652777,0.919556,0.756378,0.665308
CMCSA,2009,4,2/3/2010,8:30 AM,0.20241,0.135413,0.11775,0.566983,0.26251,0.670472,0.336715,0,0.453847,0.876951,0.97557,0.931548,0.78935
CMCSA,2009,2,8/6/2009,8:30 AM,0.169075,0.122306,0.102139,0.579714,0.496335,0.774118,0,0.081869,0.453972,0.831964,0.954197,0.825889,0.77572
CMCSA,2009,1,4/30/2009,8:30 AM,0.16943,0.118225,0.120635,0.592416,0.198231,0.678756,0.27866,0,0.445123,0.842133,0.948947,0.822459,0.693394
CMCSA,2008,4,2/18/2009,8:00 AM,0.174332,0.170519,0.108996,0.277688,0.224616,0.776522,0,0.005797,0.553244,0.733293,0.941851,0.722085,0.799067
CMCSA,2008,3,10/29/2008,8:30 AM,0.150378,0.149235,0.126502,0.551831,0.231305,0.548965,0.60167,0,0.485771,0.893219,0.927975,0.816323,0.693411
CMCSA,2008,2,7/20/2008,8:30 AM,0.181628,0.459909,0.108866,0.519519,0.261867,0.556496,0.293536,0,0.322738,0.883292,0.848683,0.824659,0.748878
CMCSA,2008,1,5/1/2008,8:30 AM,0.129351,0.117251,0.112022,0.605602,0.268167,0,0,0.589601,0.401718,0.91918,0.890264,0.87555,0.840851
CMCSA,2007,4,2/14/2008,8:30 AM,0.152009,0.091173,0.131526,0.583734,0.23062,0.71121,0.388246,0,0.534856,0.868175,0.876598,0.799282,0.657842
CMCSA,2007,3,10/25/2007,8:30 AM,0.164643,0.13076,0.104644,0.56859,0.588023,0.563267,0,0.447579,0.318804,0.553618,0.88875,0.734593,0.545128
CMCSA,2007,2,7/26/2007,8:30 AM,0.168948,0.107252,0.147287,0.565485,0.565338,0.08358,0,0.304379,0.524061,0.909739,0.934455,0.837349,0.835205
CMCSA,2007,1,4/26/2007,8:30 AM,0.228218,0.172815,0.135736,0.619995,0.199874,0.756516,0,0,0.460521,0.764733,0.973387,0.977848,0.704773
EBAY,2016,4,1/25/2017,5:00 PM,0.16328,0.123886,0.110569,0.588403,0.265211,0.791919,0,0.377241,0.572494,0.80244,0.894686,0.805013,0.780366
EBAY,2016,3,10/18/2016,5:30 PM,0.176522,0.111085,0.104115,0.593916,0.495228,0.814304,0,0.234371,0.535405,0.720076,0.860634,0.696265,0.669935
EBAY,2016,2,7/20/2016,5:00 PM,0.178452,0.118855,0.129274,0.556964,0.268673,0,0,0.801706,0.574882,0.835364,0.918981,0.897286,0.716853
EBAY,2016,1,4/26/2016,5:00 PM,0.170653,0.117819,0.10289,0.5842,0.272847,0.822098,0,0.245982,0.561877,0.761595,0.883948,0.810479,0.689908
EBAY,2015,4,1/27/2016,4:30 PM,0.176036,0.121309,0.128552,0.559485,0.265871,0.834975,0,0.255318,0.546577,0.850543,0.911329,0.884646,0.721919
EBAY,2015,3,10/21/2015,5:00 PM,0.188579,0.114429,0.144505,0.233867,0.287206,0.808701,0,0.125458,0.574587,0.812846,0.911008,0.862518,0.707414
EBAY,2015,2,7/16/2015,8:00 AM,0.175453,0.129056,0.133925,0.556849,0.288393,0.786016,0,0.109113,0.539208,0.797985,0.913094,0.831623,0.740952
EBAY,2015,1,4/22/2015,5:00 PM,0.15832,0.115566,0.108821,0.58791,0.260084,0,0,0.819907,0.566036,0.741751,0.884559,0.744002,0.730464
EBAY,2014,4,1/21/2015,5:00 PM,0.166416,0.13205,0.141479,0.570376,0.247379,0.804483,0,0.412479,0.637362,0.781852,0.895599,0.790382,0.725803
EBAY,2014,3,10/15/2014,5:00 PM,0.162933,0.107903,0.101527,0.579645,0.27134,0.820489,0,0.031396,0.549724,0.852247,0.892443,0.720417,0.759423
EBAY,2014,2,7/16/2014,5:00 PM,0.183305,0.136144,0.12102,0.541872,0.294026,0,0,0.812286,0.582606,0.866544,0.933092,0.837187,0.810434
EBAY,2014,1,4/29/2014,5:00 PM,0.178073,0.105008,0.127755,0.543446,0.268389,0.813145,0,0.243996,0.516481,0.594794,0.837678,0.609689,0.691693
EBAY,2013,4,1/22/2014,5:00 PM,0.197322,0.147008,0.12839,0.549157,0.52099,0.847917,0,0.391544,0.544719,0.667101,0.843428,0.563592,0.75446
EBAY,2013,3,10/16/2013,5:00 PM,0.193203,0.121444,0.12435,0.541686,0.265039,0.833592,0,0.374407,0.578768,0.705959,0.877701,0.718756,0.700074
EBAY,2013,2,7/17/2013,5:00 PM,0.17344,0.141267,0.124214,0.548237,0.266482,0.814272,0,0.067552,0.567452,0.752865,0.88869,0.716513,0.725377
EBAY,2013,1,4/17/2013,5:00 PM,0.147214,0.122589,0.120868,0.594337,0.264596,0.795781,0,0.316864,0.575377,0.707045,0.883357,0.702357,0.712606
EBAY,2012,4,1/16/2013,5:00 PM,0.167783,0.146762,0.159523,0.576591,0.528491,0.800928,0,0.270145,0.568765,0.708166,0.858521,0.751778,0.710215
EBAY,2012,3,10/17/2012,5:00 PM,0.165648,0.14289,0.150362,0.537241,0.515737,0.801753,0,0.380448,0.579338,0.642877,0.850896,0.71385,0.692561
EBAY,2012,2,7/18/2012,5:00 PM,0.191411,0.140816,0.150295,0.56253,0.480862,0.787356,0,0.515494,0.569456,0.619767,0.836065,0.699311,0.659195
EBAY,2012,1,4/18/2012,5:00 PM,0.178996,0.150605,0.146454,0.570833,0.490346,0.818807,0,0.242367,0.591512,0.610051,0.874543,0.713078,0.628991
EBAY,2011,4,1/18/2012,5:00 PM,0.185246,0.148365,0.137013,0.606553,0.262138,0.816897,0,0.339162,0.573634,0.624468,0.872218,0.696153,0.631849
EBAY,2011,3,10/19/2011,5:00 PM,0.185405,0.458025,0.157343,0.597347,0.492026,0.780683,0,0.434854,0.614704,0.654503,0.858756,0.767129,0.61937
EBAY,2011,2,7/20/2011,5:00 PM,0.182381,0.117642,0.12556,0.612052,0.248518,0.799941,0,0.353479,0.550312,0.686394,0.913759,0.733177,0.677163
EBAY,2011,1,4/27/2011,5:00 PM,0.172156,0.123578,0.117402,0.629402,0.24945,0.806866,0,0.169396,0.585942,0.648759,0.902929,0.714412,0.674111
EBAY,2010,4,1/19/2011,5:00 PM,0.166591,0.103715,0.12471,0.573885,0.254872,0.812274,0,0.285802,0.512189,0.588819,0.884093,0.657877,0.655916
EBAY,2010,2,7/21/2010,5:00 PM,0.170743,0.119038,0.118836,0.590537,0.245695,0,0,0.815177,0.582607,0.733969,0.842319,0.709507,0.697541
EBAY,2010,1,4/21/2010,5:00 PM,0.189555,0.142434,0.107597,0.594495,0.258185,0.834294,0,0.356526,0.487758,0.748867,0.890062,0.768519,0.742108
EBAY,2009,4,1/20/2010,5:00 PM,0.196887,0.150343,0.112038,0.60662,0.267901,0.80705,0,0.336065,0.506015,0.760607,0.875726,0.779189,0.71759
EBAY,2009,3,10/21/2009,5:00 PM,0.174463,0.131759,0.116947,0.574947,0.262651,0.825949,0,0.242908,0.505076,0.733508,0.881846,0.757824,0.716505
EBAY,2009,2,7/22/2009,5:00 PM,0.183259,0.133811,0.122046,0.583046,0.499293,0.822848,0,0.340557,0.468797,0.703844,0.88607,0.749187,0.693734
EBAY,2009,1,4/22/2009,5:00 PM,0.177573,0.125546,0.121434,0.582361,0.537689,0.860946,0,0.330449,0.521245,0.6758,0.907454,0.718931,0.733118
EBAY,2008,4,1/21/2009,5:00 PM,0.163209,0.103542,0.107974,0.589771,0.483786,0.800566,0,0.274423,0.45924,0.595688,0.807664,0.568315,0.633874
EBAY,2008,3,10/15/2008,5:00 PM,0.182495,0.113948,0.106529,0.582536,0.498751,0.812974,0,0.235914,0.459546,0.702934,0.825098,0.688427,0.713539
EBAY,2008,2,7/16/2008,5:00 PM,0.189823,0.148541,0.108641,0.607374,0.254467,0.822364,0,0.315189,0.459072,0.770602,0.877895,0.771745,0.721833
EBAY,2008,1,4/16/2008,5:00 PM,0.180459,0.136455,0.11165,0.597464,0.248886,0.811599,0,0.326702,0.462326,0.879068,0.917733,0.876417,0.795696
EBAY,2007,4,1/23/2008,5:00 PM,0.179596,0.139904,0.110139,0.588813,0.259068,0.763095,0,0.383048,0.465954,0.819437,0.902154,0.901621,0.762438
EBAY,2007,3,10/17/2007,5:00 PM,0.163858,0.102823,0.102596,0.617803,0.269759,0,0,0.792803,0.423174,0.66413,0.928398,0.812062,0.664247
EBAY,2007,2,7/18/2007,5:00 PM,0.191243,0.114428,0.1172,0.587081,0.517379,0.861724,0,0.434782,0.558143,0.732044,0.922442,0.729067,0.745298
EBAY,2007,1,4/18/2007,5:00 PM,0.194142,0.104214,0.116146,0.55538,0.539861,0.800474,0,0.369214,0.515704,0.777645,0.901338,0.792746,0.73878
FITB,2016,4,1/24/2016,9:00 AM,0.162187,0.14992,0.134086,0.588235,0.238365,0,0,0.67589,0.434152,0.810232,0.85546,0.870407,0.63923
FITB,2016,3,10/20/2016,9:00 AM,0.168905,0.150512,0.138864,0.609389,0.233148,0.7954,0,0.229319,0.575167,0.633769,0.888795,0.855322,0.579094
FITB,2016,2,7/28/2016,9:00 AM,0.50309,0.136918,0.146848,0.614306,0.224847,0.811918,0,0.180295,0.471035,0.705915,0.898981,0.801976,0.593519
FITB,2016,1,4/21/2016,9:00 AM,0.176136,0.142691,0.449594,0.590428,0.249436,0.806607,0,0.25815,0.462662,0.898033,0.959015,0.952297,0.765824
FITB,2015,4,1/21/2016,9:00 AM,0.133183,0.132849,0.13013,0.62154,0.228537,0.710582,0,0.308824,0.444168,0.789802,0.874262,0.781015,0.735469
FITB,2015,3,10/20/2015,9:00 AM,0.164983,0.137341,0.144058,0.596114,0.549353,0.6459,0,4.00E-06,0.476759,0.861019,0.943469,0.94386,0.633353
FITB,2015,2,7/21/2015,9:00 AM,0.143072,0.14523,0.132341,0.593685,0.535796,0.760409,0.108128,0,0.542607,0.801036,0.900138,0.898105,0.511667
FITB,2015,1,4/21/2015,9:00 AM,0.164994,0.137937,0.458136,0.555438,0.259773,0.600788,0.02583,0,0.583327,0.752062,0.974964,0.907294,0.652267
FITB,2014,4,1/21/2015,9:00 AM,0.165033,0.112313,0.126045,0.563096,0.265706,0.725861,0,0.026906,0.472554,0.579937,0.933409,0.768539,0.627375
FITB,2014,3,10/16/2014,9:00 AM,0.191973,0.132033,0.448541,0.569572,0.249058,0.715648,0,0.197743,0.564562,0.809898,0.92245,0.829902,0.655091
FITB,2014,2,7/17/2014,9:30 AM,0.158658,0.129243,0.45514,0.588185,0.516319,0.795996,0,0.015555,0.542066,0.6015,0.909121,0.790449,0.551504
FITB,2014,1,4/17/2014,9:30 AM,0.176024,0.151274,0.155738,0.56436,0.55179,0.730915,0,0.080495,0.566828,0.486944,0.882538,0.583898,0.640885
FITB,2013,4,1/23/2014,9:00 AM,0.169159,0.173663,0.158357,0.562718,0.538736,0.602092,0,0.225162,0.537393,0.556446,0.940667,0.795128,0.72623
FITB,2013,3,10/17/2013,9:00 AM,0.150385,0.124824,0.138945,0.578038,0.552685,0.623079,0,0.097925,0.550656,0.702016,0.910289,0.775035,0.739288
FITB,2013,2,7/18/2013,9:00 AM,0.141232,0.119779,0.148198,0.543978,0.554578,0.718397,0,0.072515,0.503393,0.583177,0.886162,0.758468,0.71294
FITB,2013,1,4/18/2013,9:30 AM,0.135268,0.124396,0.149075,0.556553,0.492187,0.717524,0,0.00575,0.548165,0.64939,0.899846,0.856988,0.703873
FITB,2012,4,1/17/2013,9:30 AM,0.136168,0.123723,0.17036,0.583021,0.509194,0.771901,0,0.043423,0.47345,0.628272,0.921846,0.816294,0.578438
FITB,2012,3,10/18/2012,9:00 AM,0.160059,0.154293,0.154018,0.566106,0.234446,0,0,0.773641,0.554653,0.635119,0.877407,0.828298,0.609912
FITB,2012,2,7/19/2012,9:00 AM,0.163209,0.146503,0.150119,0.247153,0.504852,0.754891,0.031084,0,0.589146,0.641863,0.906029,0.736943,0.765019
FITB,2012,1,4/19/2012,9:30 AM,0.163783,0.157282,0.167898,0.55229,0.251919,0.711622,0,0,0.501279,0.741201,0.936862,0.899254,0.728812
FITB,2011,4,1/20/2012,9:00 AM,0.15991,0.14239,0.140806,0.557562,0.527477,0.735022,0,0.36306,0.486323,0.701089,0.903802,0.830834,0.68418
